Query: 4号大街与9号大街交叉口西侧盛泰北(2门), Truth: 盛泰·时代山(北2门),通行设施,临街院门,临街院正门,4号大街189号,江干区, Distance: 664
	- POI: 4号大街与9号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 641
Query: 贴沙河绿道西边候潮门居民委员会, Truth: 候潮门社区居委会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,候潮公寓8幢旁,上城区, Distance: 36769
	- POI: 中共紫阳街道候潮门社区委员会,政府机构及社会团体,政府机关,政府机关相关,江城路15号附近,上城区, Distance: 36765
	- POI: 下沙街道新元社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,学林街与安广巷交叉口东南200米,江干区, Distance: 21621
	- POI: 中共候潮门社区委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,候潮路40号附近,上城区, Distance: 36769
	- POI: 杭州市西湖区转塘街道梦湖社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,五云社区,西湖区, Distance: 44125
	- POI: 杭州市西湖区转塘街道五云社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,五云社区,西湖区, Distance: 44144
	- POI: 杭州市西湖区蒋村街道仕林社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,云起路59号,西湖区, Distance: 46424
	- POI: 杭州市西湖区留下街道茶市街社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,留下街道西溪路西溪梅园西北,西湖区, Distance: 47439
	- POI: 富春街道镬子山社区居民委员会,政府机构及社会团体,政府机关,政府机关相关,市心北路16号附近,富阳区, Distance: 62930
	- POI: 萧山区蜀山街道曹家桥社区居民委员会,政府机构及社会团体,政府及社会团体相关,政府及社会团体相关,曹家桥社区262号,萧山区, Distance: 32935
	- POI: 杭州市萧山区南阳街道南阳社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,惠南街79号,萧山区, Distance: 10559
	- POI: 富阳区富春街道鹿山社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,联群弄与西堤南路270弄交叉口西南50米,富阳区, Distance: 65099
	- POI: 杭州市萧山区靖江街道黎明社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,商贸街159号,萧山区, Distance: 10658
	- POI: 中沙社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,天城东路189号下沙综合市场8楼,江干区, Distance: 20891
	- POI: 南苑街道东安社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,东湖街道东湖中路30号,余杭区, Distance: 26929
	- POI: 东湖街道罗庄社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,丝织弄18号,余杭区, Distance: 27667
	- POI: 杭州市余杭区临平街道上环桥社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,临平街道星光街57号,余杭区, Distance: 29604
	- POI: 杭州市余杭区临平街道庄里社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,星河路82号,余杭区, Distance: 29642
	- POI: 萧山区新塘街道琴山下社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,半来线附近,萧山区, Distance: 30363
	- POI: 萧山区新塘街道曾家桥社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,曾家桥社区125号,萧山区, Distance: 30861
	- POI: 杭州市萧山区城厢街道仙家里社区居民委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,萧然南路451附近,萧山区, Distance: 31608
Query: 丰潭文化公园西侧10号楼, Truth: 金都新城10幢,地名地址信息,门牌信息,楼栋号,文三西路326号金都新城10幢,西湖区, Distance: 666
	- POI: 丰潭文化公园停车场(出入口),交通设施服务,停车场,停车场出入口,丰潭路与嘉苑弄交叉口西50米,西湖区, Distance: 453
	- POI: 丰潭文化公园停车场,交通设施服务,停车场,公共停车场,丰潭路67号附近,西湖区, Distance: 517
	- POI: 丰潭文化公园停车场(出入口),交通设施服务,停车场,停车场出入口,丰潭路与嘉绿横路交叉口西南50米,西湖区, Distance: 463
	- POI: 丰潭文化公园,风景名胜,公园广场,公园,丰潭路和文三西路交叉口,西湖区, Distance: 484
	- POI: 东田半岛公园10号楼,地名地址信息,门牌信息,楼栋号,藕花洲大街西段159号东田半岛公园,余杭区, Distance: 20414
	- POI: 浙江金融职业学院教学楼10号,科教文化服务,科教文化场所,科教文化场所,学源街与文淙南路交叉口西200米,江干区, Distance: 26325
	- POI: 夹城文化公园,风景名胜,公园广场,公园,武林门码头(环城北路208号坤和中心裙楼旁)京杭大运河内,拱墅区, Distance: 3855
	- POI: 新杭州人文化公园(东门),通行设施,临街院门,临街院门,荷花苑90号,西湖区, Distance: 1237
	- POI: 嘉绿苑西10号楼,地名地址信息,门牌信息,楼栋号,嘉绿苑10幢,西湖区, Distance: 115
	- POI: 娃哈哈桶装水(嘉豪文化公益双创园西北),生活服务,生活服务场所,生活服务场所,和东路8号附近,拱墅区, Distance: 3346
	- POI: 夹城夜月文化公园(西北门),通行设施,临街院门,临街院门,古河巷与夹城巷交叉口东100米,拱墅区, Distance: 3878
	- POI: 夹城夜月文化公园,风景名胜,公园广场,公园,夹城巷86号,拱墅区, Distance: 3882
	- POI: 西溪花园竞舟苑10号楼,地名地址信息,门牌信息,楼栋号,蒋村崇义路西溪花园小区竞舟苑,西湖区, Distance: 5490
	- POI: 金通教学楼10号,科教文化服务,科教文化场所,科教文化场所,学源街118号,江干区, Distance: 26269
	- POI: 黄龙公寓10号楼,地名地址信息,门牌信息,楼栋号,丰潭路,西湖区, Distance: 642
	- POI: 新杭州人文化公园,风景名胜,公园广场,公园,古墩路附近,西湖区, Distance: 1284
	- POI: 浙江岩华传媒有限公司,科教文化服务,科教文化场所,科教文化场所,益乐路39号蓝海时代国际大厦2号楼6楼,西湖区, Distance: 78
	- POI: 嘉绿景苑东园13幢商铺10号楼,地名地址信息,门牌信息,楼栋号,嘉绿景苑(东苑),西湖区, Distance: 1689
	- POI: 西湖数源软件园20号楼,地名地址信息,门牌信息,楼栋号,教工路1号(天目山路176号)西湖数源软件园,西湖区, Distance: 2048
	- POI: 紫金文苑10号楼,地名地址信息,门牌信息,楼栋号,余杭塘路418号,西湖区, Distance: 2129
Query: 海鸥路和联创街交叉口9幢, Truth: 欧美金融城9号楼,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 18800
	- POI: 同协路与开创街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 8367
	- POI: 和睦路与嘉墅街交叉口,地名地址信息,交通地名,路口名,拱墅区,拱墅区, Distance: 8255
	- POI: 石桥路与长华街交叉口,地名地址信息,交通地名,路口名,下城区,下城区, Distance: 9985
	- POI: 佑圣观路与清泰街交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 1919
	- POI: 商城中路与商惠街交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 12421
	- POI: 大学路与翰林街交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 2230
	- POI: 开元路与清泰街交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 2351
	- POI: 中山中路与清泰街交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 2351
	- POI: 凯旋路与太平门直街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 2450
	- POI: 华家池路与太平门直街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 2452
	- POI: 复广支三路与复广直街交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 2880
	- POI: 劳动路与河坊街交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 2898
	- POI: 复广支二路与复广直街交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 2913
	- POI: 之江路与复广直街交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 2998
	- POI: 凤起路与麒麟街交叉口,地名地址信息,交通地名,路口名,下城区,下城区, Distance: 3868
	- POI: 海潮路与甘王路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 918
	- POI: 始板桥直街与甘王路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 1025
	- POI: 730(如家快捷酒店杭州汽车南站店),室内设施,室内设施,室内设施,秋涛路288号如家快捷酒店(杭州汽车南站店)F7层,上城区, Distance: 0
	- POI: 630(如家快捷酒店杭州汽车南站店),室内设施,室内设施,室内设施,秋涛路288号如家快捷酒店(杭州汽车南站店)F6层,上城区, Distance: 0
	- POI: 530(如家快捷酒店杭州汽车南站店),室内设施,室内设施,室内设施,秋涛路288号如家快捷酒店(杭州汽车南站店)F5层,上城区, Distance: 0
Query: 上塘河绿道东南方天都城, Truth: 温莎花园(东南2门),通行设施,临街院门,临街院门,天祥西路与天禧路交叉口东150米,余杭区, Distance: 364
	- POI: 停车场(广厦天都城天风苑东南),交通设施服务,停车场,路边停车场,天祥东路与欢东路交叉口东50米,余杭区, Distance: 180
	- POI: 广厦天都城天湖苑(东南门),通行设施,临街院门,临街院门,广夏天都城欢西路,余杭区, Distance: 188
	- POI: 广厦天都城天风苑(东南门),通行设施,临街院门,临街院门,天祥东路附近,余杭区, Distance: 234
	- POI: 口碑吉家(广厦天都城天月苑东南),生活服务,中介机构,中介机构,天月苑2-4号,余杭区, Distance: 414
	- POI: 天都城蒙特梭利幼儿园(东南门),通行设施,临街院门,临街院门,天韵路西50米,余杭区, Distance: 887
	- POI: 杰拉网咖(天都城店),体育休闲服务,娱乐场所,网吧,天都城香榭路47-49号,余杭区, Distance: 15
	- POI: 广厦天都城天湖苑(东北2门),通行设施,临街院门,临街院门,广夏天都城欢西路,余杭区, Distance: 104
	- POI: 停车场(广厦天都城天湖苑东),交通设施服务,停车场,路边停车场,天祥西路与欢西路交叉口西100米,余杭区, Distance: 114
	- POI: 星桥街道天都城社区卫生服务站,医疗保健服务,综合医院,卫生院,星桥街道香榭路50号,余杭区, Distance: 127
	- POI: 道一跆拳道(天都城店),体育休闲服务,运动场馆,跆拳道场馆,天都城香榭路24号,余杭区, Distance: 163
	- POI: 停车场(广厦天都城天月苑西),交通设施服务,停车场,路边停车场,天祥东路与欢东路交叉口东50米,余杭区, Distance: 174
	- POI: 停车场(广厦天都城天湖苑东北),交通设施服务,停车场,路边停车场,天祥西路与欢西路交叉口北200米,余杭区, Distance: 209
	- POI: 南京特色烤饼(天都城店),餐饮服务,餐饮相关场所,餐饮相关,星桥街道广厦天都城香榭路商铺9-2室102室,余杭区, Distance: 211
	- POI: 广厦天都城天月苑(西南门),通行设施,临街院门,临街院门,欢东路附近,余杭区, Distance: 218
	- POI: 广厦天都城天月苑22幢,地名地址信息,门牌信息,楼栋号,广厦天都城天月苑22幢(欢东路东),余杭区, Distance: 227
	- POI: 停车场(广厦天都城天月苑南),交通设施服务,停车场,路边停车场,香榭路6号附近,余杭区, Distance: 238
	- POI: 广厦天都城天湖苑28号楼,地名地址信息,门牌信息,楼栋号,广厦天都城天湖苑(天都公园南),余杭区, Distance: 241
	- POI: 广厦天都城天风苑(西南门),通行设施,临街院门,临街院门,天祥东路与欢东路交叉口北200米,余杭区, Distance: 247
	- POI: 广厦天都城.天月苑25号楼,地名地址信息,门牌信息,楼栋号,广厦天都城天月苑(欢东路东),余杭区, Distance: 258
	- POI: 上塘街道蔡马股份经济合作社(东南门),通行设施,临街院门,临街院正门,湖州街36-1号,拱墅区, Distance: 10873
Query: 钱,江路与飞云江路交叉口종附近南星桥, Truth: 南星桥(地铁站),交通设施服务,地铁站,地铁站,(在建)4号线,(在建)5号线,上城区, Distance: 21009
	- POI: 钱江路与飞云江路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21015
	- POI: 复兴立交桥与飞云江路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21031
	- POI: 复兴路与飞云江路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21039
	- POI: 复广支二路与飞云江路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21071
	- POI: 之江路与飞云江路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21127
	- POI: 秋石高架与飞云江路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21034
	- POI: 飞云江路与秋涛路交叉口,交通设施服务,交通服务相关,交通服务相关,复兴立交桥与秋石高架交叉口西北50米,上城区, Distance: 21072
	- POI: 中河南路与钱江路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21299
	- POI: 东港路与星桥北路交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 7059
	- POI: 星桥路与莫干山路交叉口,地名地址信息,交通地名,路口名,拱墅区,拱墅区, Distance: 20878
	- POI: 钱江路与龙舌路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21196
	- POI: 钱江路与龙舌路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21299
	- POI: 中河南路与之江路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 21519
	- POI: 之江路与南复路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 23392
	- POI: 春江路与高新五路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 14251
	- POI: 五云路与星源路交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 7025
	- POI: 五云路与星韵路交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 7100
	- POI: 星韵南路与星韵路交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 7181
	- POI: 春水路与春江路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 14154
	- POI: 凯旋路与清江路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 17964
Query: 浙江工商大学出版社-北楼对面华浙小区西大门, Truth: 华浙·银马公寓(西门),通行设施,临街院门,临街院门,教工路238号,西湖区, Distance: 1197
	- POI: 浙江工商大学夜大学-浙江工商大学出版社读者服务部(保俶北路),购物服务,专卖店,书店,教工路200,西湖区, Distance: 1161
	- POI: 浙江工商大学出版社(华浙·银马公寓南),科教文化服务,传媒机构,出版社,保俶北路92号,西湖区, Distance: 1163
	- POI: 浙江工商大学出版社(保俶北路),科教文化服务,传媒机构,出版社,教工路198号,西湖区, Distance: 1437
	- POI: 浙江工商大学教工路校区西区-教育基金会,政府机构及社会团体,社会团体,慈善机构,教工路西100米,西湖区, Distance: 1097
	- POI: 浙江工商大学教工路校区西区-1号科研楼,科教文化服务,科教文化场所,科教文化场所,教工路西100米,西湖区, Distance: 1153
	- POI: 浙江工商大学教工路校区西区-1号实验楼,科教文化服务,学校,高等院校,教工路149号,西湖区, Distance: 1153
	- POI: 浙江工商大学教工路校区西区-实验楼,科教文化服务,科教文化场所,科教文化场所,浙江工商大学教工路校区西区实验楼,西湖区, Distance: 1171
	- POI: 浙江工商大学教工路校区西区-教学楼,科教文化服务,科教文化场所,科教文化场所,浙江工商大学教工路校区西区教学楼,西湖区, Distance: 1194
	- POI: 浙江工商大学教工路校区西区-胜兰苑,商务住宅,住宅区,住宅区,教工路139号附近,西湖区, Distance: 1053
	- POI: 浙江工商大学(教工路校区)西区-科技楼,科教文化服务,科教文化场所,科教文化场所,教工路西100米,西湖区, Distance: 1062
	- POI: 浙江工商大学教工路校区1号科研楼(北门),通行设施,建筑物门,建筑物正门,教工路149号,西湖区, Distance: 1070
	- POI: 浙江工商大学教工路校区西区-杭州商学院,科教文化服务,学校,学校,教工路149号浙江工商大学教工路校区,西湖区, Distance: 1095
	- POI: 浙江工商大学教工路校区西区-法律硕士教育中心,科教文化服务,科教文化场所,科教文化场所,翠苑街道教工路149号,西湖区, Distance: 1097
	- POI: 浙江工商大学教工路校区西区-旅游管理硕士教育中心,科教文化服务,科教文化场所,科教文化场所,教工路西100米,西湖区, Distance: 1097
	- POI: 浙江工商大学教工路校区1号行政楼(北门),通行设施,建筑物门,建筑物正门,教工路198号,西湖区, Distance: 1105
	- POI: 浙江工商大学教工路校区1号教学楼(南门),通行设施,建筑物门,建筑物正门,教工路西100米,西湖区, Distance: 1156
	- POI: 浙江工商大学教工路校区1号实验楼(南门),通行设施,建筑物门,建筑物正门,教工路西200米,西湖区, Distance: 1172
	- POI: 浙江工商大学教工路校区西区-食品科学与工程学科,科教文化服务,科教文化场所,科教文化场所,教工路149号浙江工商大学教工路校区西区,西湖区, Distance: 1179
	- POI: 浙江工商大学教工路校区8号教学楼(北门),通行设施,建筑物门,建筑物正门,教工路149号,西湖区, Distance: 1190
	- POI: 浙江工商大学教工校区3号教学楼(东门),通行设施,建筑物门,建筑物正门,教工路西100米,西湖区, Distance: 1201
Query: 2号大街与5号大街交叉口西南140米 和达东门, Truth: 和达城(东门),通行设施,临街院门,临街院门,5号大街405号,江干区, Distance: 346
	- POI: 4号大街与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 56
	- POI: 西部生活区南区4号路与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 283
	- POI: 12号大街与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 1579
	- POI: 2号大街与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 389
	- POI: 14号大街与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 1990
	- POI: 西部生活区北区3号路与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 92
	- POI: 西部生活区南区1号路与4号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 93
	- POI: 11号大街与12号大街交叉口,交通设施服务,交通服务相关,交通服务相关,和达自由港2号楼1116室,江干区, Distance: 1804
	- POI: 12号大街与15号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 1831
	- POI: 10号大街与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 1106
	- POI: 10号大街与25号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 3372
	- POI: 15号大街与20号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 3372
	- POI: 12号大街与25号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 3559
	- POI: 15号大街与22号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 3905
	- POI: 20号大街与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 3243
	- POI: 10号大街与15号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 1568
	- POI: 海达南路与12号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 1879
	- POI: 大北路与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 231
	- POI: 16号大街与5号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 2420
	- POI: 西部生活区南区2号路与3号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 532
Query: 缤纷公寓附近大加油站, Truth: 中国石化安达加油站(衙前路),汽车服务,加油站,中国石化,衙前路493号,萧山区, Distance: 25545
	- POI: 绍兴路公交加油站自行车租赁点,生活服务,生活服务场所,生活服务场所,绍兴路470附近,下城区, Distance: 1822
	- POI: 中国石化加油站(恩波大道),汽车服务,加油站,中国石化,迎宾路201号(近水稻所路),富阳区, Distance: 34592
	- POI: 中国石化加油站(大桥南路),汽车服务,加油站,中国石化,大桥南路与永济路交叉口,余家埠村附近,富阳区, Distance: 36900
	- POI: 中国石化浙江石油分公司杭州东恒衢州路加油站有限公司,公司企业,公司企业,公司企业,通益路307号附近,拱墅区, Distance: 4747
	- POI: 长运加油站(肯德基大润发店西南),汽车服务,加油站,加油站,320国道建德市汽车东站附近(洋富潭新村西北),建德市, Distance: 125430
	- POI: 中国石化加油站(城东新城北),汽车服务,加油站,中国石化,东宁路附近,江干区, Distance: 2737
	- POI: 缤纷公寓,商务住宅,住宅区,宿舍,衙前路491号附近,萧山区, Distance: 25588
	- POI: 中国石化加油站(海外海百纳大酒店西南),汽车服务,加油站,中国石化,沈半路444号,拱墅区, Distance: 2874
	- POI: 上塘欧尚加油站自行车租赁点,生活服务,生活服务场所,生活服务场所,上塘路583附近,拱墅区, Distance: 3007
	- POI: 中国石化大关加油站(上塘路),汽车服务,加油站,中国石化,上塘路581号,拱墅区, Distance: 3028
	- POI: 绍兴支路加油站自行车租赁点,生活服务,生活服务场所,生活服务场所,朝晖路60附近,下城区, Distance: 3730
	- POI: 中国石化加油站(莫干山路),汽车服务,加油站,中国石化,莫干山路625号,与草营巷交叉口,德源大楼附近,西湖区, Distance: 4183
	- POI: 中国石化加油站停车场,交通设施服务,停车场,公共停车场,天目山路85号附近,西湖区, Distance: 5453
	- POI: 中国石化富阳胥口加油站,汽车服务,加油站,中国石化,302省道附近,富阳区, Distance: 60126
	- POI: 中国石油红普路加油站,汽车服务,加油站,中国石油,彭埠镇红普路普福(近普福公寓),江干区, Distance: 6884
	- POI: 中国石化大塘加油站(丁兰路)(装修中),汽车服务,加油站,中国石化,丁桥镇临丁路655号,江干区, Distance: 6894
	- POI: 金投能源加油站(沈半路),汽车服务,加油站,加油站,沈半路186号,拱墅区, Distance: 1637
	- POI: 中国石化加油站(东新路),汽车服务,加油站,中国石化,东新路580号,下城区, Distance: 347
	- POI: 中国石油仓前加油站(装修中),汽车服务,加油站,中国石油,仓前镇绿汀路与祥余线交叉口(仓前大桥附近),余杭区, Distance: 18539
	- POI: 中国石化加油站(杭州市萧山区瓜沥环境保护所南),汽车服务,加油站,中国石化,瓜沥镇,三益线与青六线交叉口向东,路北,从众机械设备公司附近,萧山区, Distance: 29507
Query: 之江路偏系方向杭州国际中心(东北门), Truth: 杭州国际会议中心(东北门),通行设施,建筑物门,建筑物门,解放东路4号附近,江干区, Distance: 19513
	- POI: 杭州市国际会展中心(东北门),通行设施,临街院门,临街院门,杭行路与花园岗街交叉口西北100米,拱墅区, Distance: 10800
	- POI: 迪凯国际中心(东北门),通行设施,临街院门,临街院门,丹桂街19号,江干区, Distance: 19690
	- POI: 杭州余杭三星机动车驾驶员培训中心(东北门),通行设施,临街院门,临街院正门,东方西路2号附近,余杭区, Distance: 11162
	- POI: 杭州余杭三星机动车驾驶员培训中心(东南门),通行设施,临街院门,临街院门,东方西路与良渚路交叉口东北100米,余杭区, Distance: 11106
	- POI: 杭州未来科技城国际会议中心(南门),通行设施,建筑物门,建筑物门,良睦路1188号附近,余杭区, Distance: 956
	- POI: 浙江省省级机关会计核算中心(东北门),通行设施,临街院门,临街院正门,体育场路479号,西湖区, Distance: 13211
	- POI: 浙江省杭州市钱江地方海事处(东北门),通行设施,临街院门,临街院正门,紫花路110号,上城区, Distance: 16995
	- POI: 迪凯国际中心(西北门),通行设施,临街院门,临街院门,四季路70号附近,江干区, Distance: 19583
	- POI: 桐庐县教育系统学生资助管理中心(东北门),通行设施,临街院门,临街院正门,桐君街道春江路918号,桐庐县, Distance: 63465
	- POI: 小河湖墅地段社区卫生服务中心(东北门),通行设施,临街院门,临街院正门,和睦路129号,拱墅区, Distance: 11975
	- POI: 杭州桐君堂中医门诊部(东北门),通行设施,临街院门,临街院正门,体育场路460号附近,西湖区, Distance: 13256
	- POI: 上城区道路停车收费服务中心(东北门),通行设施,临街院门,临街院门,复兴路1号,上城区, Distance: 16915
	- POI: 钱江国际商务中心(西南门),通行设施,建筑物门,建筑物门,中河南路与复广支三路交叉口北50米,上城区, Distance: 17010
	- POI: 钱江国际商务中心(东门),通行设施,通行设施,通行设施,[],上城区, Distance: 17086
	- POI: 赞成中心(东北门),通行设施,临街院门,临街院正门,飞云江路3号附近,上城区, Distance: 17394
	- POI: 瑞晶国际商务中心(东南门),通行设施,临街院门,临街院门,五星路195号附近,江干区, Distance: 19245
	- POI: 泛海国际中心C座(西北门),通行设施,建筑物门,建筑物门,五星路66号,江干区, Distance: 19391
	- POI: 杭州国际会议中心(公交站),交通设施服务,公交车站,公交车站相关,假日游9线(Y9路),江干区, Distance: 19431
	- POI: 东易日盛装饰(杭州国际家居设计中心),公司企业,公司,广告装饰,剧院路358-396号宏程国际大厦18层,江干区, Distance: 19702
	- POI: 北京东方纵横认证中心杭州分中心(申花路),政府机构及社会团体,公检法机构,公证鉴定机构,剑桥公社A座910,西湖区, Distance: 7754
Query: 东新路612号新颜苑宿舍-3, Truth: 重机宿舍3幢,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 721
	- POI: 新颜苑社区重机宿舍14-2号,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 651
	- POI: 新颜苑社区重机宿舍(东新路),商务住宅,住宅区,宿舍,东新路612号,下城区, Distance: 667
	- POI: 新颜苑社区12号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 613
	- POI: 新颜苑社区重机宿舍(西南门),通行设施,临街院门,临街院正门,东新路612号,下城区, Distance: 572
	- POI: 东新街道·新颜苑社区卫生服务站,医疗保健服务,诊所,诊所,东新路612号重机宿舍16幢,下城区, Distance: 611
	- POI: 新颜苑社区重机宿舍(北门),通行设施,临街院门,临街院正门,东新路688号,下城区, Distance: 588
	- POI: 新颜苑社区13号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 594
	- POI: 下城区东新街道新颜苑社区星光老年之家,体育休闲服务,体育休闲服务场所,体育休闲服务场所,东新路612号,下城区, Distance: 611
	- POI: 新颜苑社区杭钢宿舍,商务住宅,住宅区,宿舍,东新路610号,下城区, Distance: 677
	- POI: 新颜苑社区21号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 695
	- POI: 菜鸟驿站(3142东新路店十足便利),生活服务,物流速递,物流速递,东新路十足便利店588号-7,下城区, Distance: 776
	- POI: 新颜苑社区11号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 578
	- POI: 重机宿舍12-1号,地名地址信息,门牌信息,楼栋号,东新路与善贤路交叉口东南150米,下城区, Distance: 604
	- POI: 新颜苑社区10号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 621
	- POI: 新颜苑社区19号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 633
	- POI: 新颜苑社区18号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 646
	- POI: 新颜苑社区17号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 655
	- POI: 新颜苑社区15号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 658
	- POI: 新颜苑社区14号楼,地名地址信息,门牌信息,楼栋号,东新路612号,下城区, Distance: 658
	- POI: 新颜苑社区杭钢宿舍(北门),通行设施,临街院门,临街院正门,沈家路与重机巷交叉口东150米,下城区, Distance: 699
Query: 富阳工人文化宫北20多米阿洪饭店, Truth: 阿宏饭店(鹳山路),餐饮服务,中餐厅,中餐厅,鹳山路20-10号,富阳区, Distance: 92688
	- POI: 富阳工人文化宫(东门),通行设施,临街院门,临街院正门,鹳山路20,富阳区, Distance: 92680
	- POI: 桐庐县工人文化宫(东北门),通行设施,建筑物门,建筑物门,西湖弄与迎春路交叉口西北100米,桐庐县, Distance: 54074
	- POI: 杭州市工人文化宫(南门),通行设施,临街院门,临街院门,仁和路2-12号,上城区, Distance: 122635
	- POI: 杭州市工人文化宫-活动中心,科教文化服务,科教文化场所,科教文化场所,仁和路2-14号,上城区, Distance: 122615
	- POI: 杭州市工人文化宫-排练厅,科教文化服务,科教文化场所,科教文化场所,平海路27-2号附近,上城区, Distance: 122652
	- POI: 杭州市工人文化宫地下停车场(出入口),交通设施服务,停车场,停车场出入口,平海路杭州华辰国际饭店北门,上城区, Distance: 122731
